chr	start	end	strand	type	id	geneName	geneId	numberOfTranscripts	canonicalTranscriptLength	transcriptId	cdsLength	numerOfExons	exonRank	exonSpliceType
HG344_PATCH	6953140	6953143	+1	SpliceSiteRegion	exon_HG344_PATCH_6953064_6953142	GNB3	ENSG00000268195	9	1023	ENST00000595598	794	8	7	ALTTENATIVE_3SS
HG344_PATCH	6953145	6953151	+1	SpliceSiteRegion	ENST00000595598_intron_7	GNB3	ENSG00000268195	9	1023	ENST00000595598	794	8		
HG344_PATCH	6953145	6953151	+1	SpliceSiteRegion	ENST00000596438_intron_9	GNB3	ENSG00000268195	9	1023	ENST00000596438	1023	11		
HG344_PATCH	6953145	6953151	+1	SpliceSiteRegion	ENST00000596988_intron_7	GNB3	ENSG00000268195	9	1023	ENST00000596988	2869	9		
HG344_PATCH	6953145	6953151	+1	SpliceSiteRegion	ENST00000599347_intron_8	GNB3	ENSG00000268195	9	1023	ENST00000599347	1020	10		
HG344_PATCH	6961292	6975797	+1	Gene	ENSG00000268462	USP5	ENSG00000268462	7	2577					
HG344_PATCH	6961292	6975794	+1	Transcript	ENST00000595281	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6965469	6965615	+1	Cds	CDS_HG344_PATCH_6965469_6965614	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6974328	6974413	+1	Cds	CDS_HG344_PATCH_6974328_6974412	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6969315	6969403	+1	Cds	CDS_HG344_PATCH_6969315_6969402	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6969530	6969656	+1	Cds	CDS_HG344_PATCH_6969530_6969655	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6970117	6970271	+1	Cds	CDS_HG344_PATCH_6970117_6970270	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6965181	6965315	+1	Cds	CDS_HG344_PATCH_6965181_6965314	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6967588	6967782	+1	Cds	CDS_HG344_PATCH_6967588_6967781	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6964565	6964691	+1	Cds	CDS_HG344_PATCH_6964565_6964690	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6965871	6966056	+1	Cds	CDS_HG344_PATCH_6965871_6966055	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6971634	6971723	+1	Cds	CDS_HG344_PATCH_6971634_6971722	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6964919	6964986	+1	Cds	CDS_HG344_PATCH_6964919_6964985	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6975148	6975242	+1	Cds	CDS_HG344_PATCH_6975148_6975238	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6961344	6961455	+1	Cds	CDS_HG344_PATCH_6961344_6961454	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6972350	6972542	+1	Cds	CDS_HG344_PATCH_6972350_6972541	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6973214	6973360	+1	Cds	CDS_HG344_PATCH_6973214_6973359	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6973886	6974040	+1	Cds	CDS_HG344_PATCH_6973886_6974039	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6966793	6966888	+1	Cds	CDS_HG344_PATCH_6966793_6966887	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6970607	6970782	+1	Cds	CDS_HG344_PATCH_6970607_6970781	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6968634	6968706	+1	Cds	CDS_HG344_PATCH_6968634_6968705	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6972994	6973138	+1	Cds	CDS_HG344_PATCH_6972994_6973137	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6961292	6961344	+1	Utr5prime	exon_HG344_PATCH_6961292_6961454	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	1	ALTTENATIVE_3SS
HG344_PATCH	6975242	6975794	+1	Utr3prime	exon_HG344_PATCH_6975148_6975793	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	20	ALTTENATIVE_5SS
HG344_PATCH	6973886	6974040	+1	Exon	exon_HG344_PATCH_6973886_6974039	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	18	SKIPPED
HG344_PATCH	6965871	6966056	+1	Exon	exon_HG344_PATCH_6965871_6966055	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	6	ALTTENATIVE_3SS
HG344_PATCH	6971634	6971723	+1	Exon	exon_HG344_PATCH_6971634_6971722	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	14	SKIPPED
HG344_PATCH	6975148	6975794	+1	Exon	exon_HG344_PATCH_6975148_6975793	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	20	ALTTENATIVE_5SS
HG344_PATCH	6968634	6968706	+1	Exon	exon_HG344_PATCH_6968634_6968705	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	9	SKIPPED
HG344_PATCH	6972994	6973138	+1	Exon	exon_HG344_PATCH_6972994_6973137	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	16	ALTTENATIVE_5SS
HG344_PATCH	6970117	6970271	+1	Exon	exon_HG344_PATCH_6970117_6970270	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	12	SKIPPED
HG344_PATCH	6964919	6964986	+1	Exon	exon_HG344_PATCH_6964919_6964985	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	3	SKIPPED
HG344_PATCH	6969315	6969403	+1	Exon	exon_HG344_PATCH_6969315_6969402	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	10	SKIPPED
HG344_PATCH	6961292	6961455	+1	Exon	exon_HG344_PATCH_6961292_6961454	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	1	ALTTENATIVE_3SS
HG344_PATCH	6965181	6965315	+1	Exon	exon_HG344_PATCH_6965181_6965314	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	4	ALTTENATIVE_5SS
HG344_PATCH	6966793	6966888	+1	Exon	exon_HG344_PATCH_6966793_6966887	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	7	ALTTENATIVE_3SS
HG344_PATCH	6973214	6973360	+1	Exon	exon_HG344_PATCH_6973214_6973359	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	17	ALTTENATIVE_3SS
HG344_PATCH	6964565	6964691	+1	Exon	exon_HG344_PATCH_6964565_6964690	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	2	SKIPPED
HG344_PATCH	6969530	6969656	+1	Exon	exon_HG344_PATCH_6969530_6969655	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	11	ALTTENATIVE_3SS
HG344_PATCH	6974328	6974413	+1	Exon	exon_HG344_PATCH_6974328_6974412	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	19	SKIPPED
HG344_PATCH	6965469	6965615	+1	Exon	exon_HG344_PATCH_6965469_6965614	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	5	SKIPPED
HG344_PATCH	6972350	6972542	+1	Exon	exon_HG344_PATCH_6972350_6972541	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	15	ALTTENATIVE_3SS
HG344_PATCH	6967588	6967782	+1	Exon	exon_HG344_PATCH_6967588_6967781	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	8	ALTTENATIVE_5SS
HG344_PATCH	6970607	6970782	+1	Exon	exon_HG344_PATCH_6970607_6970781	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20	13	SKIPPED
HG344_PATCH	6961455	6964565	+1	Intron	ENST00000595281_intron_1	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6964691	6964919	+1	Intron	ENST00000595281_intron_2	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6964986	6965181	+1	Intron	ENST00000595281_intron_3	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6965315	6965469	+1	Intron	ENST00000595281_intron_4	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6965615	6965871	+1	Intron	ENST00000595281_intron_5	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6966056	6966793	+1	Intron	ENST00000595281_intron_6	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6966888	6967588	+1	Intron	ENST00000595281_intron_7	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6967782	6968634	+1	Intron	ENST00000595281_intron_8	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6968706	6969315	+1	Intron	ENST00000595281_intron_9	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6969403	6969530	+1	Intron	ENST00000595281_intron_10	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6969656	6970117	+1	Intron	ENST00000595281_intron_11	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6970271	6970607	+1	Intron	ENST00000595281_intron_12	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6970782	6971634	+1	Intron	ENST00000595281_intron_13	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6971723	6972350	+1	Intron	ENST00000595281_intron_14	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6972542	6972994	+1	Intron	ENST00000595281_intron_15	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6973138	6973214	+1	Intron	ENST00000595281_intron_16	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6973360	6973886	+1	Intron	ENST00000595281_intron_17	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6974040	6974328	+1	Intron	ENST00000595281_intron_18	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6974413	6975148	+1	Intron	ENST00000595281_intron_19	USP5	ENSG00000268462	7	2577	ENST00000595281	2577	20		
HG344_PATCH	6966020	6967991	+1	Transcript	ENST00000597918	USP5	ENSG00000268462	7	2577	ENST00000597918	534	3		
HG344_PATCH	6966793	6966888	+1	Exon	exon_HG344_PATCH_6966793_6966887	USP5	ENSG00000268462	7	2577	ENST00000597918	534	3	2	ALTTENATIVE_3SS
HG344_PATCH	6967588	6967991	+1	Exon	exon_HG344_PATCH_6967588_6967990	USP5	ENSG00000268462	7	2577	ENST00000597918	534	3	3	ALTTENATIVE_5SS
HG344_PATCH	6966020	6966056	+1	Exon	exon_HG344_PATCH_6966020_6966055	USP5	ENSG00000268462	7	2577	ENST00000597918	534	3	1	ALTTENATIVE_3SS
HG344_PATCH	6966056	6966793	+1	Intron	ENST00000597918_intron_1	USP5	ENSG00000268462	7	2577	ENST00000597918	534	3		
HG344_PATCH	6966888	6967588	+1	Intron	ENST00000597918_intron_2	USP5	ENSG00000268462	7	2577	ENST00000597918	534	3		
HG344_PATCH	6961312	6975785	+1	Transcript	ENST00000597018	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6965469	6965615	+1	Cds	CDS_HG344_PATCH_6965469_6965614	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6974328	6974413	+1	Cds	CDS_HG344_PATCH_6974328_6974412	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6969315	6969403	+1	Cds	CDS_HG344_PATCH_6969315_6969402	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6969530	6969656	+1	Cds	CDS_HG344_PATCH_6969530_6969655	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6970117	6970271	+1	Cds	CDS_HG344_PATCH_6970117_6970270	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6965181	6965315	+1	Cds	CDS_HG344_PATCH_6965181_6965314	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6967588	6967782	+1	Cds	CDS_HG344_PATCH_6967588_6967781	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6964565	6964691	+1	Cds	CDS_HG344_PATCH_6964565_6964690	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6965871	6966056	+1	Cds	CDS_HG344_PATCH_6965871_6966055	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6972350	6972473	+1	Cds	CDS_HG344_PATCH_6972350_6972472	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6971634	6971723	+1	Cds	CDS_HG344_PATCH_6971634_6971722	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6964919	6964986	+1	Cds	CDS_HG344_PATCH_6964919_6964985	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6975148	6975242	+1	Cds	CDS_HG344_PATCH_6975148_6975238	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6961344	6961455	+1	Cds	CDS_HG344_PATCH_6961344_6961454	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6973214	6973360	+1	Cds	CDS_HG344_PATCH_6973214_6973359	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6973886	6974040	+1	Cds	CDS_HG344_PATCH_6973886_6974039	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6966793	6966888	+1	Cds	CDS_HG344_PATCH_6966793_6966887	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6970607	6970782	+1	Cds	CDS_HG344_PATCH_6970607_6970781	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6968634	6968706	+1	Cds	CDS_HG344_PATCH_6968634_6968705	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6972994	6973138	+1	Cds	CDS_HG344_PATCH_6972994_6973137	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6961312	6961344	+1	Utr5prime	exon_HG344_PATCH_6961312_6961454	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	1	ALTTENATIVE_3SS
HG344_PATCH	6975242	6975785	+1	Utr3prime	exon_HG344_PATCH_6975148_6975784	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	20	ALTTENATIVE_5SS
HG344_PATCH	6973886	6974040	+1	Exon	exon_HG344_PATCH_6973886_6974039	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	18	SKIPPED
HG344_PATCH	6975148	6975785	+1	Exon	exon_HG344_PATCH_6975148_6975784	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	20	ALTTENATIVE_5SS
HG344_PATCH	6965871	6966056	+1	Exon	exon_HG344_PATCH_6965871_6966055	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	6	ALTTENATIVE_3SS
HG344_PATCH	6971634	6971723	+1	Exon	exon_HG344_PATCH_6971634_6971722	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	14	SKIPPED
HG344_PATCH	6968634	6968706	+1	Exon	exon_HG344_PATCH_6968634_6968705	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	9	SKIPPED
HG344_PATCH	6972994	6973138	+1	Exon	exon_HG344_PATCH_6972994_6973137	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	16	ALTTENATIVE_5SS
HG344_PATCH	6970117	6970271	+1	Exon	exon_HG344_PATCH_6970117_6970270	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	12	SKIPPED
HG344_PATCH	6964919	6964986	+1	Exon	exon_HG344_PATCH_6964919_6964985	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	3	SKIPPED
HG344_PATCH	6969315	6969403	+1	Exon	exon_HG344_PATCH_6969315_6969402	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	10	SKIPPED
HG344_PATCH	6972350	6972473	+1	Exon	exon_HG344_PATCH_6972350_6972472	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	15	ALTTENATIVE_5SS
HG344_PATCH	6965181	6965315	+1	Exon	exon_HG344_PATCH_6965181_6965314	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	4	ALTTENATIVE_5SS
HG344_PATCH	6961312	6961455	+1	Exon	exon_HG344_PATCH_6961312_6961454	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	1	ALTTENATIVE_3SS
HG344_PATCH	6966793	6966888	+1	Exon	exon_HG344_PATCH_6966793_6966887	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	7	ALTTENATIVE_3SS
HG344_PATCH	6973214	6973360	+1	Exon	exon_HG344_PATCH_6973214_6973359	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	17	ALTTENATIVE_3SS
HG344_PATCH	6964565	6964691	+1	Exon	exon_HG344_PATCH_6964565_6964690	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	2	SKIPPED
HG344_PATCH	6969530	6969656	+1	Exon	exon_HG344_PATCH_6969530_6969655	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	11	ALTTENATIVE_3SS
HG344_PATCH	6974328	6974413	+1	Exon	exon_HG344_PATCH_6974328_6974412	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	19	SKIPPED
HG344_PATCH	6965469	6965615	+1	Exon	exon_HG344_PATCH_6965469_6965614	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	5	SKIPPED
HG344_PATCH	6967588	6967782	+1	Exon	exon_HG344_PATCH_6967588_6967781	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	8	ALTTENATIVE_5SS
HG344_PATCH	6970607	6970782	+1	Exon	exon_HG344_PATCH_6970607_6970781	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20	13	SKIPPED
HG344_PATCH	6961455	6964565	+1	Intron	ENST00000597018_intron_1	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6964691	6964919	+1	Intron	ENST00000597018_intron_2	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6964986	6965181	+1	Intron	ENST00000597018_intron_3	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6965315	6965469	+1	Intron	ENST00000597018_intron_4	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6965615	6965871	+1	Intron	ENST00000597018_intron_5	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6966056	6966793	+1	Intron	ENST00000597018_intron_6	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6966888	6967588	+1	Intron	ENST00000597018_intron_7	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6967782	6968634	+1	Intron	ENST00000597018_intron_8	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6968706	6969315	+1	Intron	ENST00000597018_intron_9	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6969403	6969530	+1	Intron	ENST00000597018_intron_10	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6969656	6970117	+1	Intron	ENST00000597018_intron_11	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6970271	6970607	+1	Intron	ENST00000597018_intron_12	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6970782	6971634	+1	Intron	ENST00000597018_intron_13	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6971723	6972350	+1	Intron	ENST00000597018_intron_14	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6972473	6972994	+1	Intron	ENST00000597018_intron_15	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6973138	6973214	+1	Intron	ENST00000597018_intron_16	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6973360	6973886	+1	Intron	ENST00000597018_intron_17	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6974040	6974328	+1	Intron	ENST00000597018_intron_18	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6974413	6975148	+1	Intron	ENST00000597018_intron_19	USP5	ENSG00000268462	7	2577	ENST00000597018	2508	20		
HG344_PATCH	6972500	6975269	+1	Transcript	ENST00000601227	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5		
HG344_PATCH	6973886	6974040	+1	Exon	exon_HG344_PATCH_6973886_6974039	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5	3	SKIPPED
HG344_PATCH	6972500	6972542	+1	Exon	exon_HG344_PATCH_6972500_6972541	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5	1	ALTTENATIVE_3SS
HG344_PATCH	6974328	6974413	+1	Exon	exon_HG344_PATCH_6974328_6974412	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5	4	SKIPPED
HG344_PATCH	6972994	6973360	+1	Exon	exon_HG344_PATCH_6972994_6973359	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5	2	ALTTENATIVE_3SS
HG344_PATCH	6975148	6975269	+1	Exon	exon_HG344_PATCH_6975148_6975268	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5	5	ALTTENATIVE_5SS
HG344_PATCH	6972542	6972994	+1	Intron	ENST00000601227_intron_1	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5		
HG344_PATCH	6973360	6973886	+1	Intron	ENST00000601227_intron_2	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5		
HG344_PATCH	6974040	6974328	+1	Intron	ENST00000601227_intron_3	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5		
HG344_PATCH	6974413	6975148	+1	Intron	ENST00000601227_intron_4	USP5	ENSG00000268462	7	2577	ENST00000601227	768	5		
HG344_PATCH	6961317	6970255	+1	Transcript	ENST00000596774	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6961344	6961455	+1	Cds	CDS_HG344_PATCH_6961344_6961454	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6965181	6965234	+1	Cds	CDS_HG344_PATCH_6965181_6965233	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6970201	6970255	+1	Cds	CDS_HG344_PATCH_6970201_6970254	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6964565	6964691	+1	Cds	CDS_HG344_PATCH_6964565_6964690	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6964919	6964986	+1	Cds	CDS_HG344_PATCH_6964919_6964985	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6961317	6961344	+1	Utr5prime	exon_HG344_PATCH_6961317_6961454	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5	1	ALTTENATIVE_3SS
HG344_PATCH	6970201	6970255	+1	Exon	exon_HG344_PATCH_6970201_6970254	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5	5	ALTTENATIVE_POLY_A
HG344_PATCH	6964565	6964691	+1	Exon	exon_HG344_PATCH_6964565_6964690	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5	2	SKIPPED
HG344_PATCH	6965181	6965234	+1	Exon	exon_HG344_PATCH_6965181_6965233	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5	4	ALTTENATIVE_5SS
HG344_PATCH	6964919	6964986	+1	Exon	exon_HG344_PATCH_6964919_6964985	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5	3	SKIPPED
HG344_PATCH	6961317	6961455	+1	Exon	exon_HG344_PATCH_6961317_6961454	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5	1	ALTTENATIVE_3SS
HG344_PATCH	6961455	6964565	+1	Intron	ENST00000596774_intron_1	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6964691	6964919	+1	Intron	ENST00000596774_intron_2	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6964986	6965181	+1	Intron	ENST00000596774_intron_3	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6965234	6970201	+1	Intron	ENST00000596774_intron_4	USP5	ENSG00000268462	7	2577	ENST00000596774	411	5		
HG344_PATCH	6966565	6975797	+1	Transcript	ENST00000601839	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14		
HG344_PATCH	6973886	6974040	+1	Exon	exon_HG344_PATCH_6973886_6974039	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	12	SKIPPED
HG344_PATCH	6975148	6975797	+1	Exon	exon_HG344_PATCH_6975148_6975796	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	14	ALTTENATIVE_5SS
HG344_PATCH	6966565	6966888	+1	Exon	exon_HG344_PATCH_6966565_6966887	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	1	ALTTENATIVE_3SS
HG344_PATCH	6971634	6971723	+1	Exon	exon_HG344_PATCH_6971634_6971722	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	8	SKIPPED
HG344_PATCH	6968634	6968706	+1	Exon	exon_HG344_PATCH_6968634_6968705	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	3	SKIPPED
HG344_PATCH	6972994	6973138	+1	Exon	exon_HG344_PATCH_6972994_6973137	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	10	ALTTENATIVE_5SS
HG344_PATCH	6970117	6970271	+1	Exon	exon_HG344_PATCH_6970117_6970270	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	6	SKIPPED
HG344_PATCH	6969315	6969403	+1	Exon	exon_HG344_PATCH_6969315_6969402	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	4	SKIPPED
HG344_PATCH	6972350	6972473	+1	Exon	exon_HG344_PATCH_6972350_6972472	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	9	ALTTENATIVE_5SS
HG344_PATCH	6973214	6973360	+1	Exon	exon_HG344_PATCH_6973214_6973359	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	11	ALTTENATIVE_3SS
HG344_PATCH	6969530	6969656	+1	Exon	exon_HG344_PATCH_6969530_6969655	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	5	ALTTENATIVE_3SS
HG344_PATCH	6974328	6974413	+1	Exon	exon_HG344_PATCH_6974328_6974412	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	13	SKIPPED
HG344_PATCH	6967588	6967782	+1	Exon	exon_HG344_PATCH_6967588_6967781	USP5	ENSG00000268462	7	2577	ENST00000601839	2522	14	2	ALTTENATIVE_5SS
